,name,org,url,pub
288,Cong Liu,The University of Texas at Dallas,https://dl.acm.org/profile/81548031585,DENAS: automated rule generation by knowledge extraction from neural networks
289,Wei Yang,The University of Texas at Dallas,https://dl.acm.org/profile/99658631981,DENAS: automated rule generation by knowledge extraction from neural networks
290,Paul Pu Liang,Carnegie Mellon University,https://dl.acm.org/profile/99659217897,On Emergent Communication in Competitive Multi-Agent Teams
291,Jeffrey Chen,Carnegie Mellon University,https://dl.acm.org/profile/99659286843,On Emergent Communication in Competitive Multi-Agent Teams
292,Ruslan Salakhutdinov,Carnegie Mellon University,https://dl.acm.org/profile/81100562217,On Emergent Communication in Competitive Multi-Agent Teams
293,Louis-Philippe Morency,Carnegie Mellon University,https://dl.acm.org/profile/81100300540,On Emergent Communication in Competitive Multi-Agent Teams
294,Satwik Kottur,Carnegie Mellon University,https://dl.acm.org/profile/99659232298,On Emergent Communication in Competitive Multi-Agent Teams
295,Mengmeng Shen,Beihang University,https://dl.acm.org/profile/99659273462,Community detection in social tagging systems based semantics of tags
296,Jun Wang,Beihang University,https://dl.acm.org/profile/81361596500,Community detection in social tagging systems based semantics of tags
297,Xingyan Liu,Beihang University,https://dl.acm.org/profile/99659274254,Community detection in social tagging systems based semantics of tags
298,Meenal Pore,"IBM, Kenya",https://dl.acm.org/profile/99658767568,Towards a 2-Way Communication and Analytics Platform for Emergency Response and Post-Emergency Recovery Efforts in Sierra Leone
299,Nuri Purswani,IBM Research,https://dl.acm.org/profile/99658766652,Towards a 2-Way Communication and Analytics Platform for Emergency Response and Post-Emergency Recovery Efforts in Sierra Leone
300,Reginald E. Bryant,IBM Research,https://dl.acm.org/profile/88158850457,Towards a 2-Way Communication and Analytics Platform for Emergency Response and Post-Emergency Recovery Efforts in Sierra Leone
301,Purity Mugambi,IBM Research,https://dl.acm.org/profile/99658765229,Towards a 2-Way Communication and Analytics Platform for Emergency Response and Post-Emergency Recovery Efforts in Sierra Leone
302,Osamuyimen Stewart,IBM Research,https://dl.acm.org/profile/81413597445,Towards a 2-Way Communication and Analytics Platform for Emergency Response and Post-Emergency Recovery Efforts in Sierra Leone
303,Minki Chun,University of Seoul,https://dl.acm.org/profile/99659873933,CO-ALERT: A Tool for Personalizing COVID-19 Emergency Alert Messages to Support Older Adults
304,Suin Gwak,University of Seoul,https://dl.acm.org/profile/99659872691,CO-ALERT: A Tool for Personalizing COVID-19 Emergency Alert Messages to Support Older Adults
305,Hyunggu Jung,University of Seoul,https://dl.acm.org/profile/81488652289,CO-ALERT: A Tool for Personalizing COVID-19 Emergency Alert Messages to Support Older Adults
306,Cinjon Resnick,New York University,https://dl.acm.org/profile/99659336902,"Capacity, Bandwidth, and Compositionality in Emergent Language Learning"
307,Abhinav Gupta,Montreal Institute for Learning Algorithms,https://dl.acm.org/profile/99659530143,"Capacity, Bandwidth, and Compositionality in Emergent Language Learning"
308,Jakob Foerster,University of Oxford,https://dl.acm.org/profile/99659218441,"Capacity, Bandwidth, and Compositionality in Emergent Language Learning"
309,Andrew M. Dai,Google LLC,https://dl.acm.org/profile/99659048763,"Capacity, Bandwidth, and Compositionality in Emergent Language Learning"
310,Kyunghyun Cho,University of Montreal,https://dl.acm.org/profile/81488664147,"Capacity, Bandwidth, and Compositionality in Emergent Language Learning"
311,Michael Noukhovitch,University of Montreal,https://dl.acm.org/profile/99659694814,Emergent Communication under Competition
312,Travis LaCroix,University of Toronto,https://dl.acm.org/profile/99659695089,Emergent Communication under Competition
313,Angeliki Lazaridou,DeepMind Technologies Limited,https://dl.acm.org/profile/81485659419,Emergent Communication under Competition
314,Aaron Courville,University of Montreal,https://dl.acm.org/profile/81100464337,Emergent Communication under Competition
315,Kay Römer,Graz University of Technology,https://dl.acm.org/profile/81100411905,Session details: Session 3: Emerging Networking Paradigms
316,Yang Li,Google LLC,https://dl.acm.org/profile/81350580013,"Activity-based prototyping of ubicomp applications for long-lived, everyday human activities"
317,James A. Landay,Stanford University,https://dl.acm.org/profile/81100103519,"Activity-based prototyping of ubicomp applications for long-lived, everyday human activities"
318,Ryoko Yamaguchi,"University of Michigan, Ann Arbor",https://dl.acm.org/profile/81447594504,Emergent leadership in small groups using computer-mediated communication
319,Nathan Bos,Johns Hopkins University Applied Physics Laboratory,https://dl.acm.org/profile/81100632322,Emergent leadership in small groups using computer-mediated communication
320,Judy Olson,"University of California, Irvine",https://dl.acm.org/profile/81350567367,Emergent leadership in small groups using computer-mediated communication
321,Somayeh Malakuti,Technische Universität Dresden,https://dl.acm.org/profile/81453631397,Emergent gummy modules: modular representation of emergent behavior
322,Mehmet Aksit,University of Twente,https://dl.acm.org/profile/81100296736,Emergent gummy modules: modular representation of emergent behavior
323,Sarah Joy Bennett,The University of Edinburgh,https://dl.acm.org/profile/99659481546,Investigating the Role of Moral Decision-Making in Emerging Artificial Intelligence Technologies
324,Gautier Berthou,Logical Clocks AB,https://dl.acm.org/profile/81464672753,P2P VoD using the self-organizing gradient overlay network
325,Jim Dowling,Logical Clocks AB,https://dl.acm.org/profile/81100518315,P2P VoD using the self-organizing gradient overlay network
326,Yun Xie,Guizhou University,https://dl.acm.org/profile/99659305389,Does Spread Really Reflect the Crisis?: The Empirical Evidence from China Bond Market
327,Yi-xiang Tian,School of Management and Economics of UESTC,https://dl.acm.org/profile/99659306708,Does Spread Really Reflect the Crisis?: The Empirical Evidence from China Bond Market
328,Agostino G. Bruzzone,University of Genoa,https://dl.acm.org/profile/81100057213,Simulation based analysis on different logistics solutions for fresh food supply chain
329,Marina Massei,University of Genoa,https://dl.acm.org/profile/81351597684,Simulation based analysis on different logistics solutions for fresh food supply chain
330,Simonluca Poggi,Consortium for the Development of Innovative Projects,https://dl.acm.org/profile/81367593913,Simulation based analysis on different logistics solutions for fresh food supply chain
331,Yafeng Lu,Arizona State University,https://dl.acm.org/profile/99658718820,Visualizing Social Media Sentiment in Disaster Scenarios
332,Xia Hu,Texas A&M University,https://dl.acm.org/profile/81453623389,Visualizing Social Media Sentiment in Disaster Scenarios
333,Feng Wang,Arizona State University,https://dl.acm.org/profile/81508682119,Visualizing Social Media Sentiment in Disaster Scenarios
334,Shamanth Kumar,Arizona State University,https://dl.acm.org/profile/81500642291,Visualizing Social Media Sentiment in Disaster Scenarios
335,Huan Liu,Arizona State University,https://dl.acm.org/profile/81367594306,Visualizing Social Media Sentiment in Disaster Scenarios
336,Ross Maciejewski,Arizona State University,https://dl.acm.org/profile/81363590851,Visualizing Social Media Sentiment in Disaster Scenarios
337,Firoj Alam,Hamad Bin Khalifa University,https://dl.acm.org/profile/99658645960,Deep learning benchmarks and datasets for social media image classification for disaster response
338,Ferda Ofli,Qatar Computing Research Institute,https://dl.acm.org/profile/81558202256,Deep learning benchmarks and datasets for social media image classification for disaster response
339,Muhammad Imran,Qatar Computing Research Institute,https://dl.acm.org/profile/81485650215,Deep learning benchmarks and datasets for social media image classification for disaster response
340,Umair Qazi,Qatar Computing Research Institute,https://dl.acm.org/profile/99659537823,Deep learning benchmarks and datasets for social media image classification for disaster response
341,Anish Bhusal,Institute of Engineering Pulchowk,https://dl.acm.org/profile/99659531810,Disaster Assessment from Satellite Imagery by Analysing Topographical Features Using Deep Learning
342,Ramesh Pathak,Institute of Engineering Pulchowk,https://dl.acm.org/profile/99659531072,Disaster Assessment from Satellite Imagery by Analysing Topographical Features Using Deep Learning
343,Aman Shakya,Institute of Engineering Pulchowk,https://dl.acm.org/profile/99659362733,Disaster Assessment from Satellite Imagery by Analysing Topographical Features Using Deep Learning
344,Sanjeeb Prasad Panday,Institute of Engineering Pulchowk,https://dl.acm.org/profile/81461651767,Disaster Assessment from Satellite Imagery by Analysing Topographical Features Using Deep Learning
345,Giuseppe Iaffaldano,Polytechnic University of Bari,https://dl.acm.org/profile/99659235360,Investigating Collaboration Within Online Communities: Software Development vs. Artistic Creation
346,Shubham Gupta,Indian Institute of Science,https://dl.acm.org/profile/99659338498,Networked Multi-Agent Reinforcement Learning with Emergent Communication
347,Rishi Hazra,Indian Institute of Science,https://dl.acm.org/profile/99659530145,Networked Multi-Agent Reinforcement Learning with Emergent Communication
348,Ambedkar Dukkipati,Indian Institute of Science,https://dl.acm.org/profile/99660268182,Networked Multi-Agent Reinforcement Learning with Emergent Communication
349,Niko A. Grupen,Cornell University,https://dl.acm.org/profile/99660347840,Multi-Agent Curricula and Emergent Implicit Signaling
350,Daniel D. Lee,Cornell Tech,https://dl.acm.org/profile/99659448107,Multi-Agent Curricula and Emergent Implicit Signaling
351,Bart Selman,Cornell University,https://dl.acm.org/profile/81100362071,Multi-Agent Curricula and Emergent Implicit Signaling
352,Anirudha Joshi,"Indian Institute of Technology, Bombay",https://dl.acm.org/profile/81100643208,Directedness and persistence in audio-visual interface for emergent users
353,Abdelrahman Abuarqoub,Cardiff Metropolitan University,https://dl.acm.org/profile/99658997366,Security Challenges Posed by Quantum Computing on Emerging Technologies
354,Pan Hui,Hong Kong University of Science and Technology,https://dl.acm.org/profile/81548028286,Phase transitions of opportunistic communication
355,Anders Lindgren,"RISE, Swedish Institute of Computer Science",https://dl.acm.org/profile/81100382794,Phase transitions of opportunistic communication
356,Paul Pu Liang,Carnegie Mellon University,https://dl.acm.org/profile/99659217897,On Emergent Communication in Competitive Multi-Agent Teams
357,Jeffrey Chen,Carnegie Mellon University,https://dl.acm.org/profile/99659286843,On Emergent Communication in Competitive Multi-Agent Teams
358,Ruslan Salakhutdinov,Carnegie Mellon University,https://dl.acm.org/profile/81100562217,On Emergent Communication in Competitive Multi-Agent Teams
359,Louis-Philippe Morency,Carnegie Mellon University,https://dl.acm.org/profile/81100300540,On Emergent Communication in Competitive Multi-Agent Teams
360,Satwik Kottur,Carnegie Mellon University,https://dl.acm.org/profile/99659232298,On Emergent Communication in Competitive Multi-Agent Teams
361,Michael Noukhovitch,University of Montreal,https://dl.acm.org/profile/99659694814,Emergent Communication under Competition
362,Travis LaCroix,University of Toronto,https://dl.acm.org/profile/99659695089,Emergent Communication under Competition
363,Angeliki Lazaridou,DeepMind Technologies Limited,https://dl.acm.org/profile/81485659419,Emergent Communication under Competition
364,Aaron Courville,University of Montreal,https://dl.acm.org/profile/81100464337,Emergent Communication under Competition
365,Shubham Gupta,Indian Institute of Science,https://dl.acm.org/profile/99659338498,Networked Multi-Agent Reinforcement Learning with Emergent Communication
366,Rishi Hazra,Indian Institute of Science,https://dl.acm.org/profile/99659530145,Networked Multi-Agent Reinforcement Learning with Emergent Communication
367,Ambedkar Dukkipati,Indian Institute of Science,https://dl.acm.org/profile/99660268182,Networked Multi-Agent Reinforcement Learning with Emergent Communication
368,Shahbaz Akhtar,Indian Institute of Technology Kharagpur,https://dl.acm.org/profile/99660609455,Towards energy-efficient UAV-assisted 5G internet of underwater things
369,Aneek Adhya,Indian Institute of Technology Kharagpur,https://dl.acm.org/profile/81502804210,Towards energy-efficient UAV-assisted 5G internet of underwater things
370,Varun G Menon,SCMS School of Engineering and Technology,https://dl.acm.org/profile/99659585964,Towards energy-efficient UAV-assisted 5G internet of underwater things
371,Animesh Mukherjee,Indian Institute of Technology Kharagpur,https://dl.acm.org/profile/81100653390,Emergence of community structures in vowel inventories: an analysis based on complex networks
372,Monojit Choudhury,Microsoft Research,https://dl.acm.org/profile/81313483944,Emergence of community structures in vowel inventories: an analysis based on complex networks
373,Anupam Basu,Indian Institute of Technology Kharagpur,https://dl.acm.org/profile/81100646311,Emergence of community structures in vowel inventories: an analysis based on complex networks
374,Niloy Ganguly,Indian Institute of Technology Kharagpur,https://dl.acm.org/profile/81100305563,Emergence of community structures in vowel inventories: an analysis based on complex networks
375,Khuloud Abou Amsha,University of Technology of Troyes,https://dl.acm.org/profile/99659002714,Understanding and supporting emergent and temporary collaboration across and beyond community and organizational boundaries
376,Erik Grönvall,IT University of Copenhagen,https://dl.acm.org/profile/81100612707,Understanding and supporting emergent and temporary collaboration across and beyond community and organizational boundaries
377,Joanna Saad-Sulonen,IT University of Copenhagen,https://dl.acm.org/profile/81385594838,Understanding and supporting emergent and temporary collaboration across and beyond community and organizational boundaries
378,Claus Bossen,Aarhus University,https://dl.acm.org/profile/81100029076,Understanding and supporting emergent and temporary collaboration across and beyond community and organizational boundaries
379,Daniel Krulewich,University of Missouri-Kansas City,https://dl.acm.org/profile/99658729283,Performance assessment of real-time estimation of continuous-time stochastic volatility of financial data on GPUs
380,Junqi Yin,The National Institute for Computational Sciences,https://dl.acm.org/profile/99658618428,Performance assessment of real-time estimation of continuous-time stochastic volatility of financial data on GPUs
381,Brent H. Bundick,Federal Reserve Bank of Kansas City,https://dl.acm.org/profile/99658729429,Performance assessment of real-time estimation of continuous-time stochastic volatility of financial data on GPUs
382,Yong Zeng,University of Missouri-Kansas City,https://dl.acm.org/profile/99658729786,Performance assessment of real-time estimation of continuous-time stochastic volatility of financial data on GPUs
383,Lilian Weng,Indiana University Bloomington,https://dl.acm.org/profile/81500645383,Emergent semantics from game-induced folksonomies
384,Filippo Menczer,Indiana University Bloomington,https://dl.acm.org/profile/81100513282,Emergent semantics from game-induced folksonomies
385,David Bodoff,University of Haifa,https://dl.acm.org/profile/81100630234,Emergence of terminological conventions as an author-searcher coordination game
386,Sheizaf Rafaeli,University of Haifa,https://dl.acm.org/profile/81100505446,Emergence of terminological conventions as an author-searcher coordination game
387,Oya Aran,De La Salle University-Manila,https://dl.acm.org/profile/81321488810,Identifying emergent leadership in small groups using nonverbal communicative cues
388,Daniel Gatica-Perez,Institut Dalle Molle D'intelligence Artificielle Perceptive,https://dl.acm.org/profile/81100273781,Identifying emergent leadership in small groups using nonverbal communicative cues
389,Minoru Asada,Osaka University,https://dl.acm.org/profile/81100515894,Towards emergence of communication: a cognitive developmental robotics approach
390,Yain-Whar Si,Queensland University of Technology,https://dl.acm.org/profile/99660230385,A model for the configurable composition and synchronization of complex trading activities
391,David Edmond,Queensland University of Technology,https://dl.acm.org/profile/81100241814,A model for the configurable composition and synchronization of complex trading activities
392,Arthur H. M. ter Hofstede,Queensland University of Technology,https://dl.acm.org/profile/81452617895,A model for the configurable composition and synchronization of complex trading activities
393,Marlon Dumas,University of Tartu,https://dl.acm.org/profile/81100557599,A model for the configurable composition and synchronization of complex trading activities
394,Azzedine Boukerche,University of Ottawa,https://dl.acm.org/profile/81100118461,Analyzing the UAVs Traffic Flow to Enhance the Drone's Anonymization on the Internet of Drones
395,Antonio A. F. Loureiro,Federal University of Minas Gerais,https://dl.acm.org/profile/81100219450,Analyzing the UAVs Traffic Flow to Enhance the Drone's Anonymization on the Internet of Drones
396,Philipp Miedl,"Swiss Federal Institute of Technology, Zurich",https://dl.acm.org/profile/99659000586,Increased reproducibility and comparability of data leak evaluations using ExOT
397,Lothar Thiele,"Swiss Federal Institute of Technology, Zurich",https://dl.acm.org/profile/81100389521,Increased reproducibility and comparability of data leak evaluations using ExOT
398,Takayuki Nagai,Osaka University,https://dl.acm.org/profile/81331500123,Symbol Emergence in Robotics for Modeling Human-Agent Interaction
399,Shubham Gupta,Indian Institute of Science,https://dl.acm.org/profile/99659338498,Networked Multi-Agent Reinforcement Learning with Emergent Communication
400,Rishi Hazra,Indian Institute of Science,https://dl.acm.org/profile/99659530145,Networked Multi-Agent Reinforcement Learning with Emergent Communication
401,Ambedkar Dukkipati,Indian Institute of Science,https://dl.acm.org/profile/99660268182,Networked Multi-Agent Reinforcement Learning with Emergent Communication
402,Rudolf Ammann,University College London,https://dl.acm.org/profile/81436595211,"Jorn barger, the newspage network and the emergence of the weblog community"
403,Costantino Carugno,Politecnico di Milano,https://dl.acm.org/profile/99660569676,Towards Recommender Systems with Community Detection and Quantum Computing
404,Maurizio Ferrari Dacrema,Politecnico di Milano,https://dl.acm.org/profile/99659309976,Towards Recommender Systems with Community Detection and Quantum Computing
405,Paolo Cremonesi,Politecnico di Milano,https://dl.acm.org/profile/81100653829,Towards Recommender Systems with Community Detection and Quantum Computing
406,Philip W. Howard,West Virginia University Institute of Technology,https://dl.acm.org/profile/81487647797,A case for relativistic programming
407,Jonathan Walpole,Portland State University,https://dl.acm.org/profile/81410594844,A case for relativistic programming
408,Michael Noukhovitch,University of Montreal,https://dl.acm.org/profile/99659694814,Emergent Communication under Competition
409,Travis LaCroix,University of Toronto,https://dl.acm.org/profile/99659695089,Emergent Communication under Competition
410,Angeliki Lazaridou,DeepMind Technologies Limited,https://dl.acm.org/profile/81485659419,Emergent Communication under Competition
411,Aaron Courville,University of Montreal,https://dl.acm.org/profile/81100464337,Emergent Communication under Competition
412,Takayuki Nagai,Osaka University,https://dl.acm.org/profile/81331500123,Symbol Emergence in Robotics for Modeling Human-Agent Interaction
413,Michelle McPartland,The University of Queensland,https://dl.acm.org/profile/81100571161,Emergence of communication in competitive multi-agent systems: a pareto multi-objective approach
414,Stefano Nolfi,Italian National Research Council,https://dl.acm.org/profile/81100194859,Emergence of communication in competitive multi-agent systems: a pareto multi-objective approach
415,Hussein A. Abbass,University of New South Wales at Australian Defence Force Academy,https://dl.acm.org/profile/81100088814,Emergence of communication in competitive multi-agent systems: a pareto multi-objective approach
416,Joshua Sirota,University of Alberta,https://dl.acm.org/profile/99659444767,Evolving recurrent neural networks for emergent communication
417,Vadim Bulitko,University of Alberta,https://dl.acm.org/profile/81100495232,Evolving recurrent neural networks for emergent communication
418,Matthew R G Brown,University of Alberta,https://dl.acm.org/profile/99659524453,Evolving recurrent neural networks for emergent communication
419,Sergio Poo Hernandez,University of Alberta,https://dl.acm.org/profile/99659085148,Evolving recurrent neural networks for emergent communication
420,Shubham Gupta,Indian Institute of Science,https://dl.acm.org/profile/99659338498,Networked Multi-Agent Reinforcement Learning with Emergent Communication
421,Rishi Hazra,Indian Institute of Science,https://dl.acm.org/profile/99659530145,Networked Multi-Agent Reinforcement Learning with Emergent Communication
422,Ambedkar Dukkipati,Indian Institute of Science,https://dl.acm.org/profile/99660268182,Networked Multi-Agent Reinforcement Learning with Emergent Communication
423,Bernard P Zeigler,The University of Arizona,https://dl.acm.org/profile/81452614233,Emergence of human language: a DEVS-based systems approach
424,Michael Noukhovitch,University of Montreal,https://dl.acm.org/profile/99659694814,Emergent Communication under Competition
425,Travis LaCroix,University of Toronto,https://dl.acm.org/profile/99659695089,Emergent Communication under Competition
426,Angeliki Lazaridou,DeepMind Technologies Limited,https://dl.acm.org/profile/81485659419,Emergent Communication under Competition
427,Aaron Courville,University of Montreal,https://dl.acm.org/profile/81100464337,Emergent Communication under Competition
428,Animesh Mukherjee,Indian Institute of Technology Kharagpur,https://dl.acm.org/profile/81100653390,Emergence of community structures in vowel inventories: an analysis based on complex networks
429,Monojit Choudhury,Microsoft Research,https://dl.acm.org/profile/81313483944,Emergence of community structures in vowel inventories: an analysis based on complex networks
430,Anupam Basu,Indian Institute of Technology Kharagpur,https://dl.acm.org/profile/81100646311,Emergence of community structures in vowel inventories: an analysis based on complex networks
431,Niloy Ganguly,Indian Institute of Technology Kharagpur,https://dl.acm.org/profile/81100305563,Emergence of community structures in vowel inventories: an analysis based on complex networks
432,Animesh Mukherjee,Indian Institute of Technology Kharagpur,https://dl.acm.org/profile/81100653390,Emergence of community structures in vowel inventories: an analysis based on complex networks
433,Monojit Choudhury,Microsoft Research,https://dl.acm.org/profile/81313483944,Emergence of community structures in vowel inventories: an analysis based on complex networks
434,Anupam Basu,Indian Institute of Technology Kharagpur,https://dl.acm.org/profile/81100646311,Emergence of community structures in vowel inventories: an analysis based on complex networks
435,Niloy Ganguly,Indian Institute of Technology Kharagpur,https://dl.acm.org/profile/81100305563,Emergence of community structures in vowel inventories: an analysis based on complex networks
436,Animesh Mukherjee,Indian Institute of Technology Kharagpur,https://dl.acm.org/profile/81100653390,Emergence of community structures in vowel inventories: an analysis based on complex networks
437,Monojit Choudhury,Microsoft Research,https://dl.acm.org/profile/81313483944,Emergence of community structures in vowel inventories: an analysis based on complex networks
438,Anupam Basu,Indian Institute of Technology Kharagpur,https://dl.acm.org/profile/81100646311,Emergence of community structures in vowel inventories: an analysis based on complex networks
439,Niloy Ganguly,Indian Institute of Technology Kharagpur,https://dl.acm.org/profile/81100305563,Emergence of community structures in vowel inventories: an analysis based on complex networks
440,Robert M. Harlan,St. Bonaventure University,https://dl.acm.org/profile/81100207922,Creating emergent behaviors: two robotics labs that combine reactive behaviors
441,Shelley McClarigan,Dresser Rand,https://dl.acm.org/profile/81100173961,Creating emergent behaviors: two robotics labs that combine reactive behaviors
442,Minoru Asada,Osaka University,https://dl.acm.org/profile/81100515894,Towards emergence of communication: a cognitive developmental robotics approach
443,Paul Pu Liang,Carnegie Mellon University,https://dl.acm.org/profile/99659217897,On Emergent Communication in Competitive Multi-Agent Teams
444,Jeffrey Chen,Carnegie Mellon University,https://dl.acm.org/profile/99659286843,On Emergent Communication in Competitive Multi-Agent Teams
445,Ruslan Salakhutdinov,Carnegie Mellon University,https://dl.acm.org/profile/81100562217,On Emergent Communication in Competitive Multi-Agent Teams
446,Louis-Philippe Morency,Carnegie Mellon University,https://dl.acm.org/profile/81100300540,On Emergent Communication in Competitive Multi-Agent Teams
447,Satwik Kottur,Carnegie Mellon University,https://dl.acm.org/profile/99659232298,On Emergent Communication in Competitive Multi-Agent Teams
448,David J. DeWitt,Massachusetts Institute of Technology,https://dl.acm.org/profile/81100113216,Practical Skew Handling in Parallel Joins
449,Jeffrey F. Naughton,Google LLC,https://dl.acm.org/profile/81100509752,Practical Skew Handling in Parallel Joins
450,Donovan A. Schneider,HP Labs,https://dl.acm.org/profile/81100155642,Practical Skew Handling in Parallel Joins
451,S. Seshadri,Indian School of Business,https://dl.acm.org/profile/81100151713,Practical Skew Handling in Parallel Joins
452,Animesh Mukherjee,Indian Institute of Technology Kharagpur,https://dl.acm.org/profile/81100653390,Emergence of community structures in vowel inventories: an analysis based on complex networks
453,Monojit Choudhury,Microsoft Research,https://dl.acm.org/profile/81313483944,Emergence of community structures in vowel inventories: an analysis based on complex networks
454,Anupam Basu,Indian Institute of Technology Kharagpur,https://dl.acm.org/profile/81100646311,Emergence of community structures in vowel inventories: an analysis based on complex networks
455,Niloy Ganguly,Indian Institute of Technology Kharagpur,https://dl.acm.org/profile/81100305563,Emergence of community structures in vowel inventories: an analysis based on complex networks
456,Shubham Gupta,Indian Institute of Science,https://dl.acm.org/profile/99659338498,Networked Multi-Agent Reinforcement Learning with Emergent Communication
457,Rishi Hazra,Indian Institute of Science,https://dl.acm.org/profile/99659530145,Networked Multi-Agent Reinforcement Learning with Emergent Communication
458,Ambedkar Dukkipati,Indian Institute of Science,https://dl.acm.org/profile/99660268182,Networked Multi-Agent Reinforcement Learning with Emergent Communication
459,Victor S. Finomore,United States Air Force Academy,https://dl.acm.org/profile/81447602998,Multi-modal communication system
460,Dianne K. Popik,Air Force Research Laboratory,https://dl.acm.org/profile/81447603970,Multi-modal communication system
461,Douglas S. Brungart,Air Force Research Laboratory,https://dl.acm.org/profile/81309501090,Multi-modal communication system
462,Brian D. Simpson,Air Force Research Laboratory,https://dl.acm.org/profile/81309510531,Multi-modal communication system
463,Shahram Heydari,Ontario Tech University,https://dl.acm.org/profile/81436601652,Emerging trends in network forensics
464,Miguel Vargas Martin,Ontario Tech University,https://dl.acm.org/profile/81456621146,Emerging trends in network forensics
465,Walid Rjaibi,IBM Canada Software Lab,https://dl.acm.org/profile/81100446302,Emerging trends in network forensics
466,Bas van Stein,Leiden University,https://dl.acm.org/profile/99659185957,Emergence of structural bias in differential evolution
467,Fabio Caraffini,De Montfort University,https://dl.acm.org/profile/81502795936,Emergence of structural bias in differential evolution
468,Anna V. Kononova,Leiden University,https://dl.acm.org/profile/81496687017,Emergence of structural bias in differential evolution
469,Virgil D. Gligor,Carnegie Mellon University,https://dl.acm.org/profile/81100240914,Emergent properties in ad-hoc networks: a security perspective
470,Philippe Duchon,Bordeaux Computer Science Research Laboratory,https://dl.acm.org/profile/81317488525,Towards small world emergence
471,Nicolas Hanusse,University of Bordeaux,https://dl.acm.org/profile/81100391285,Towards small world emergence
472,Nicolas Schabanel,Lyon Higher Normal School,https://dl.acm.org/profile/81100488507,Towards small world emergence
473,John Harwell,University of Minnesota Twin Cities,https://dl.acm.org/profile/99659530532,Demystifying Emergent Intelligence and Its Effect on Performance In Large Robot Swarms
474,London Lowmanstone,University of Minnesota Twin Cities,https://dl.acm.org/profile/99659530124,Demystifying Emergent Intelligence and Its Effect on Performance In Large Robot Swarms
475,Maria Gini,University of Minnesota Twin Cities,https://dl.acm.org/profile/81100208220,Demystifying Emergent Intelligence and Its Effect on Performance In Large Robot Swarms
476,Liling Zhang,Southwest University,https://dl.acm.org/profile/99659449855,Quantum secure direct communication based on orbital angular momentum
477,Yanrong Zhu,Southwest University,https://dl.acm.org/profile/99659447788,Quantum secure direct communication based on orbital angular momentum
478,Karen McRitchie,University of Wisconsin-Superior,https://dl.acm.org/profile/81100155875,Student leaders
479,Dalila Tamzalit,Laboratory of Digital Sciences of Nantes,https://dl.acm.org/profile/81100662350,From object evolution to object emergence
480,Chabane Oussalah,IMT Mines Alès,https://dl.acm.org/profile/81100047246,From object evolution to object emergence
481,Paul Pu Liang,Carnegie Mellon University,https://dl.acm.org/profile/99659217897,On Emergent Communication in Competitive Multi-Agent Teams
482,Jeffrey Chen,Carnegie Mellon University,https://dl.acm.org/profile/99659286843,On Emergent Communication in Competitive Multi-Agent Teams
483,Ruslan Salakhutdinov,Carnegie Mellon University,https://dl.acm.org/profile/81100562217,On Emergent Communication in Competitive Multi-Agent Teams
484,Louis-Philippe Morency,Carnegie Mellon University,https://dl.acm.org/profile/81100300540,On Emergent Communication in Competitive Multi-Agent Teams
485,Satwik Kottur,Carnegie Mellon University,https://dl.acm.org/profile/99659232298,On Emergent Communication in Competitive Multi-Agent Teams
486,Shubham Gupta,Indian Institute of Science,https://dl.acm.org/profile/99659338498,Networked Multi-Agent Reinforcement Learning with Emergent Communication
487,Rishi Hazra,Indian Institute of Science,https://dl.acm.org/profile/99659530145,Networked Multi-Agent Reinforcement Learning with Emergent Communication
488,Ambedkar Dukkipati,Indian Institute of Science,https://dl.acm.org/profile/99660268182,Networked Multi-Agent Reinforcement Learning with Emergent Communication
489,C. Liaskos,University of Ioannina,https://dl.acm.org/profile/81488672576,Using any surface to realize a new paradigm for wireless communications
490,A. Tsioliaridou,Foundation for Research and Technology-Hellas,https://dl.acm.org/profile/81312483719,Using any surface to realize a new paradigm for wireless communications
491,A. Pitsillides,University of Johannesburg,https://dl.acm.org/profile/81100507984,Using any surface to realize a new paradigm for wireless communications
492,S. Ioannidis,Technical University of Crete,https://dl.acm.org/profile/81100425340,Using any surface to realize a new paradigm for wireless communications
493,I. Akyildiz,Technology Innovation Institute,https://dl.acm.org/profile/81100069285,Using any surface to realize a new paradigm for wireless communications
494,Shubham Gupta,Indian Institute of Science,https://dl.acm.org/profile/99659338498,Networked Multi-Agent Reinforcement Learning with Emergent Communication
495,Rishi Hazra,Indian Institute of Science,https://dl.acm.org/profile/99659530145,Networked Multi-Agent Reinforcement Learning with Emergent Communication
496,Ambedkar Dukkipati,Indian Institute of Science,https://dl.acm.org/profile/99660268182,Networked Multi-Agent Reinforcement Learning with Emergent Communication
497,Shubham Gupta,Indian Institute of Science,https://dl.acm.org/profile/99659338498,Networked Multi-Agent Reinforcement Learning with Emergent Communication
498,Rishi Hazra,Indian Institute of Science,https://dl.acm.org/profile/99659530145,Networked Multi-Agent Reinforcement Learning with Emergent Communication
499,Ambedkar Dukkipati,Indian Institute of Science,https://dl.acm.org/profile/99660268182,Networked Multi-Agent Reinforcement Learning with Emergent Communication
500,Michelle McPartland,The University of Queensland,https://dl.acm.org/profile/81100571161,Emergence of communication in competitive multi-agent systems: a pareto multi-objective approach
